default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,personal_status,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850,... < 100 DM,4 <= ... < 7 years,3,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,18,existing credits paid back duly till now,radio/television,3650,... < 100 DM,... < 1 year,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,36,existing credits paid back duly till now,radio/television,3446,... < 100 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,3001,... < 100 DM,4 <= ... < 7 years,2,female,divorced,none,4,real estate,40,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,existing credits paid back duly till now,car (new),3079,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes
0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,6070,... < 100 DM,.. >= 7 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,2146,... < 100 DM,... < 1 year,1,female,divorced,none,3,real estate,23,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,60,critical account/ other credits existing (not at this bank),car (new),13756,unknown/ no savings account,.. >= 7 years,2,male,single,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782,100 <= ... < 500 DM,.. >= 7 years,3,female,divorced,none,4,unknown / no property,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,< 0 DM,48,all credits at this bank paid back duly,business,7685,... < 100 DM,4 <= ... < 7 years,2,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,18,delay in paying off in the past,domestic appliances,2320,... < 100 DM,unemployed,2,male,married,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes
0,no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/ no savings account,.. >= 7 years,3,male,single,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,... < 100 DM,.. >= 7 years,4,male,single,none,2,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,6,critical account/ other credits existing (not at this bank),car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,unskilled - resident,1,none,yes
0,< 0 DM,20,existing credits paid back duly till now,radio/television,2212,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female,divorced,none,4,unknown / no property,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/ no savings account,4 <= ... < 7 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male,single,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,30,delay in paying off in the past,business,4272,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,2238,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,existing credits paid back duly till now,domestic appliances,1126,unknown/ no savings account,... < 1 year,4,female,divorced,none,2,real estate,21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,7374,... < 100 DM,unemployed,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,40,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),business,2326,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,9,existing credits paid back duly till now,business,1449,... < 100 DM,4 <= ... < 7 years,3,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,existing credits paid back duly till now,car (new),1820,... < 100 DM,1 <= ... < 4 years,2,male,married,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,983,.. >= 1000 DM,... < 1 year,1,female,divorced,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes
0,< 0 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male,single,none,4,unknown / no property,39,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
0,< 0 DM,6,critical account/ other credits existing (not at this bank),domestic appliances,1957,... < 100 DM,4 <= ... < 7 years,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes
0,no checking account,9,critical account/ other credits existing (not at this bank),radio/television,2406,... < 100 DM,unemployed,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,0 <= ... < 200 DM,39,delay in paying off in the past,(vacation - does not exist?),11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,< 0 DM,12,existing credits paid back duly till now,radio/television,2578,... < 100 DM,unemployed,3,female,divorced,none,4,unknown / no property,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,< 0 DM,36,critical account/ other credits existing (not at this bank),radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male,married,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,.. >= 7 years,1,male,divorced,none,1,real estate,46,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,1516,.. >= 1000 DM,1 <= ... < 4 years,4,female,divorced,none,1,real estate,43,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,existing credits paid back duly till now,domestic appliances,1473,... < 100 DM,... < 1 year,3,male,married,none,4,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,1887,unknown/ no savings account,1 <= ... < 4 years,4,male,married,none,4,real estate,28,bank,own,2,skilled employee / official,1,none,yes
1,no checking account,24,delay in paying off in the past,business,8648,... < 100 DM,... < 1 year,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,14,delay in paying off in the past,car (new),802,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2899,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,2,none,yes
1,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2039,... < 100 DM,... < 1 year,1,male,married,none,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),2197,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
0,< 0 DM,15,existing credits paid back duly till now,domestic appliances,1053,... < 100 DM,... < 1 year,4,male,married,none,2,real estate,27,none,own,1,skilled employee / official,1,none,no
0,no checking account,24,existing credits paid back duly till now,domestic appliances,3235,500 <= ... < 1000 DM,.. >= 7 years,3,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,>= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),car (new),939,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,married,none,2,real estate,28,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,1967,... < 100 DM,.. >= 7 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,33,critical account/ other credits existing (not at this bank),car (used),7253,... < 100 DM,4 <= ... < 7 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,no checking account,12,critical account/ other credits existing (not at this bank),business,2292,... < 100 DM,unemployed,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
