TypeOfDewelling,BldgType,AbvGrndLivArea,Neighborhood,KitchenQual,NumGarageCars,YearBuilt,YearRemodAdd,ExterQual,LotArea,LotShape,Fireplaces,NumBathroom,Basement1Type,Basement1SurfaceArea,Basement2Type,Basement2SurfaceArea,TotalBasementArea,GarageArea,1stFlrArea,2ndFlrArea,Utilities,OverallQual,SalePrice
1-STORY 1946 & NEWER ALL STYLES,OneFam,1976,NridgHt,Good,3,2006,2007,Good,14977,SlightlyIrregular,1,2,GoodLivingQuarters,1350,Unfinshed,0,1976,908,1976,0,AllUtilitiesAvl,8,440000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1652,StoneBr,Excellent,2,2000,2000,Good,5330,Regular,0,2,GoodLivingQuarters,1196,Unfinshed,0,1494,499,1652,0,AllUtilitiesAvl,8,251000
1-STORY 1946 & NEWER ALL STYLES,OneFam,970,Sawyer,Average,2,1963,1963,Average,8480,Regular,0,1,GoodLivingQuarters,630,Unfinshed,0,970,624,970,0,AllUtilitiesAvl,5,132500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1493,CollgCr,Good,2,1997,1998,Average,13125,Regular,1,2,GoodLivingQuarters,994,Unfinshed,0,1478,508,1493,0,AllUtilitiesAvl,6,208900
2-STORY 1946 & NEWER,OneFam,2643,NridgHt,Excellent,3,2006,2006,Excellent,13693,Regular,1,2,Unfinshed,0,Unfinshed,0,2153,694,2069,574,AllUtilitiesAvl,9,380000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1718,CollgCr,Good,3,2007,2008,Good,10637,Regular,1,2,GoodLivingQuarters,1288,Unfinshed,0,1705,826,1718,0,AllUtilitiesAvl,8,297000
1-STORY 1945 & OLDER,OneFam,1131,OldTown,Average,2,1937,2000,Average,5925,Regular,0,1,AverageRecRoom,168,Unfinshed,0,907,672,1131,0,AllUtilitiesAvl,4,89471
1-STORY 1946 & NEWER ALL STYLES,OneFam,1850,NridgHt,Good,3,2004,2005,Good,16033,SlightlyIrregular,1,2,GoodLivingQuarters,1261,Unfinshed,0,1833,772,1850,0,AllUtilitiesAvl,9,326000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1792,NridgHt,Excellent,3,2003,2004,Good,11846,SlightlyIrregular,1,2,GoodLivingQuarters,1567,Unfinshed,0,1792,874,1792,0,AllUtilitiesAvl,9,374000
2-STORY 1945 & OLDER,OneFam,1826,OldTown,Excellent,1,1915,2005,Good,2500,Regular,1,1,AverageLivingQuarters,299,Unfinshed,0,910,164,916,910,AllUtilitiesAvl,7,155000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Twnhs,1216,Mitchel,Average,2,1998,1998,Average,4500,Regular,0,2,GoodLivingQuarters,897,Unfinshed,0,1216,402,1216,0,AllUtilitiesAvl,6,164000
1-STORY 1946 & NEWER ALL STYLES,OneFam,999,Sawyer,Good,1,1962,2001,Average,7758,SlightlyIrregular,0,1,AverageLivingQuarters,588,Unfinshed,0,999,264,999,0,AllUtilitiesAvl,5,132500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1113,NAmes,Good,1,1950,2007,Good,9600,Regular,1,1,AverageLivingQuarters,607,Unfinshed,0,1113,264,1113,0,AllUtilitiesAvl,5,147000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1073,NAmes,Average,2,1965,1965,Average,10289,Regular,0,1,AverageLivingQuarters,836,Unfinshed,0,1073,515,1073,0,AllUtilitiesAvl,5,156000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1484,NWAmes,Average,2,1971,1971,Average,12243,SlightlyIrregular,1,2,AverageLivingQuarters,998,Unfinshed,0,1484,487,1484,0,AllUtilitiesAvl,5,175000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,2414,OldTown,Average,2,1900,1970,Average,10800,Regular,1,2,BelowAverageLivingQuarters,664,Unfinshed,0,954,520,1766,648,AllUtilitiesAvl,5,160000
PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Twnhs,630,MeadowV,Good,1,1970,2002,Average,1526,Regular,0,1,GoodLivingQuarters,515,Unfinshed,0,630,286,630,0,AllUtilitiesAvl,4,86000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1304,MeadowV,Average,1,1976,1976,Average,2665,Regular,1,1,Unfinshed,0,Unfinshed,0,264,336,616,688,AllUtilitiesAvl,5,115000
1-1/2 STORY FINISHED ALL AGES,OneFam,1578,NAmes,Fair,1,1941,1950,Average,9490,Regular,2,1,BelowAverageLivingQuarters,403,AverageRecRoom,165,806,240,958,620,AllUtilitiesAvl,6,133000
2-STORY 1946 & NEWER,OneFam,1456,Gilbert,Average,2,2006,2006,Good,15578,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,728,429,728,728,AllUtilitiesAvl,6,172785
1-STORY 1946 & NEWER ALL STYLES,OneFam,1269,NAmes,Average,1,1960,1960,Average,7931,Regular,1,1,BelowAverageLivingQuarters,374,LowQuality,532,1269,308,1269,0,AllUtilitiesAvl,5,155000
1-STORY 1945 & OLDER,OneFam,886,OldTown,Average,1,1938,1996,Average,5784,Regular,0,1,Unfinshed,0,Unfinshed,0,190,273,886,0,AllUtilitiesAvl,5,91300
1-STORY 1945 & OLDER,OneFam,720,IDOTRR,Average,0,1920,1950,Average,7879,Regular,0,1,AverageRecRoom,495,Unfinshed,0,720,0,720,0,AllUtilitiesAvl,4,34900
1-STORY 1946 & NEWER ALL STYLES,OneFam,3228,NoRidge,Good,2,1992,1993,Good,12692,SlightlyIrregular,1,3,GoodLivingQuarters,1231,Unfinshed,0,3200,546,3228,0,AllUtilitiesAvl,8,430000
1-1/2 STORY FINISHED ALL AGES,OneFam,1820,BrkSide,Average,1,1925,1950,Average,9120,Regular,0,2,AverageRecRoom,329,Unfinshed,0,1026,240,1133,687,AllUtilitiesAvl,7,184000
1-STORY 1946 & NEWER ALL STYLES,OneFam,899,Sawyer,Good,1,1967,2004,Average,7800,Regular,0,1,AverageLivingQuarters,450,Unfinshed,0,864,288,899,0,AllUtilitiesAvl,5,130000
1-STORY 1946 & NEWER ALL STYLES,OneFam,912,NAmes,Average,1,1958,1985,Average,7535,SlightlyIrregular,0,1,BelowAverageLivingQuarters,111,LowQuality,279,912,297,912,0,AllUtilitiesAvl,5,120000
2-STORY PUD - 1946 & NEWER,Twnhs,1218,BrDale,Average,1,1973,1973,Average,1890,Regular,0,1,BelowAverageLivingQuarters,356,Unfinshed,0,672,264,672,546,AllUtilitiesAvl,6,113000
2-STORY 1946 & NEWER,OneFam,1768,Somerst,Good,2,2005,2005,Good,9803,Regular,0,2,GoodLivingQuarters,400,Unfinshed,0,866,603,866,902,AllUtilitiesAvl,7,226700
1-STORY 1946 & NEWER ALL STYLES,OneFam,1214,Edwards,Average,2,1965,1965,Average,9170,Regular,0,1,AverageLivingQuarters,698,GoodLivingQuarters,96,1214,461,1214,0,AllUtilitiesAvl,5,140000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1801,Crawfor,Average,2,1959,1997,Average,15602,SlightlyIrregular,2,2,AverageLivingQuarters,1247,Unfinshed,0,1501,484,1801,0,AllUtilitiesAvl,7,289000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1322,NPkVill,Average,2,1974,1974,Average,2308,Regular,1,2,AverageLivingQuarters,257,AverageRecRoom,495,855,440,855,467,AllUtilitiesAvl,6,147000
DUPLEX - ALL STYLES AND AGES,Duplex,1960,OldTown,Average,2,1952,1952,Average,7596,Regular,0,2,Unfinshed,0,Unfinshed,0,960,400,960,1000,AllUtilitiesAvl,5,124500
2-STORY 1946 & NEWER,OneFam,1911,SawyerW,Good,2,1993,1994,Good,9554,SlightlyIrregular,1,2,GoodLivingQuarters,380,Unfinshed,0,777,471,1065,846,AllUtilitiesAvl,8,215000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1218,Somerst,Good,2,2009,2009,Good,7862,SlightlyIrregular,0,2,GoodLivingQuarters,27,Unfinshed,0,1218,676,1218,0,AllUtilitiesAvl,6,208300
2-STORY 1945 & OLDER,OneFam,1378,OldTown,Good,2,1928,2005,Average,9600,Regular,1,2,AverageRecRoom,141,Unfinshed,0,689,360,689,689,AllUtilitiesAvl,7,161000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1041,NAmes,Average,1,1959,1959,Average,9600,Regular,0,1,AverageLivingQuarters,991,Unfinshed,0,1041,270,1041,0,AllUtilitiesAvl,5,124500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1363,NAmes,Average,1,1951,2000,Good,14559,Regular,2,1,BelowAverageLivingQuarters,650,AverageRecRoom,180,1008,288,1363,0,AllUtilitiesAvl,5,164900
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1368,NridgHt,Good,2,2005,2006,Good,6792,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1368,474,1368,0,AllUtilitiesAvl,7,202665
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Average,2,1958,1958,Average,9100,Regular,0,1,BelowAverageLivingQuarters,521,LowQuality,174,864,624,864,0,AllUtilitiesAvl,5,129900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1080,Mitchel,Average,2,1983,1983,Average,9187,Regular,0,1,AverageLivingQuarters,336,Unfinshed,0,1084,484,1080,0,AllUtilitiesAvl,6,134000
1-1/2 STORY - UNFINISHED ALL AGES,OneFam,789,Crawfor,Average,1,1926,1950,Average,10594,Regular,0,1,Unfinshed,0,Unfinshed,0,768,200,789,0,AllUtilitiesAvl,5,96500
1-STORY 1946 & NEWER ALL STYLES,OneFam,2020,NridgHt,Excellent,3,2009,2009,Excellent,12220,Regular,1,2,GoodLivingQuarters,1436,Unfinshed,0,2006,900,2020,0,AllUtilitiesAvl,10,402861
SPLIT OR MULTI-LEVEL,OneFam,2119,NWAmes,Average,2,1972,1972,Average,10448,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,689,583,1378,741,AllUtilitiesAvl,6,158000
2-STORY 1946 & NEWER,OneFam,2344,NoRidge,Good,3,1996,1997,Good,10208,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1264,889,1277,1067,AllUtilitiesAvl,7,265000
2-STORY 1946 & NEWER,OneFam,1796,CollgCr,Average,2,1998,1998,Average,9531,SlightlyIrregular,0,2,GoodLivingQuarters,706,Unfinshed,0,794,546,882,914,AllUtilitiesAvl,6,211000
2-STORY 1945 & OLDER,OneFam,2080,Crawfor,Good,1,1926,2004,Good,10918,Regular,2,1,Unfinshed,0,Unfinshed,0,1276,282,1276,804,AllUtilitiesAvl,7,234000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1294,OldTown,Average,0,1900,2000,Average,10800,Regular,0,2,,0,,0,0,0,694,600,AllUtilitiesAvl,4,106250
1-STORY 1946 & NEWER ALL STYLES,OneFam,1244,NAmes,Average,1,1957,1957,Average,11988,SlightlyIrregular,2,1,AverageRecRoom,777,Unfinshed,0,1244,336,1244,0,AllUtilitiesAvl,6,150000
1-1/2 STORY FINISHED ALL AGES,OneFam,1664,BrkSide,Average,2,1947,1950,Average,5000,Regular,2,2,AverageLivingQuarters,399,Unfinshed,0,1004,420,1004,660,AllUtilitiesAvl,6,159000
2-STORY 1946 & NEWER,OneFam,4676,Edwards,Excellent,3,2007,2008,Excellent,40094,SlightlyIrregular,1,3,GoodLivingQuarters,2260,Unfinshed,0,3138,884,3138,1538,AllUtilitiesAvl,10,184750
2-STORY 1946 & NEWER,OneFam,2398,NoRidge,Good,3,1996,1997,Good,11787,SlightlyIrregular,1,2,GoodLivingQuarters,719,Unfinshed,0,1379,834,1383,1015,AllUtilitiesAvl,7,315750
1-STORY 1946 & NEWER ALL STYLES,OneFam,1266,Somerst,Good,2,2005,2005,Good,7500,Regular,1,2,Unfinshed,0,Unfinshed,0,1257,453,1266,0,AllUtilitiesAvl,7,176000
1-STORY 1946 & NEWER ALL STYLES,OneFam,928,NAmes,Average,1,1956,2000,Average,13300,Regular,0,1,AverageRecRoom,377,Unfinshed,0,928,252,928,0,AllUtilitiesAvl,5,132000
2-STORY 1946 & NEWER,OneFam,2713,NridgHt,Excellent,3,2008,2008,Excellent,14948,SlightlyIrregular,1,2,GoodLivingQuarters,1330,Unfinshed,0,1452,858,1476,1237,AllUtilitiesAvl,9,446261
1-STORY 1945 & OLDER,OneFam,605,Edwards,Average,0,1920,2002,Average,9098,SlightlyIrregular,0,1,AverageLivingQuarters,348,Unfinshed,0,528,0,605,0,AllUtilitiesAvl,4,86000
1-STORY 1946 & NEWER ALL STYLES,OneFam,2515,Crawfor,Average,2,1957,1975,Good,32668,SlightlyIrregular,2,3,AverageRecRoom,1219,Unfinshed,0,2035,484,2515,0,AllUtilitiesAvl,6,200624
SPLIT OR MULTI-LEVEL,OneFam,1509,Timber,Good,2,1988,1989,Good,10200,Regular,1,2,GoodLivingQuarters,783,Unfinshed,0,1461,600,1509,0,AllUtilitiesAvl,6,175000
2-STORY 1945 & OLDER,OneFam,1362,BrkSide,Average,2,1920,1999,Average,6155,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,611,502,751,611,AllUtilitiesAvl,6,128000
1-STORY 1946 & NEWER ALL STYLES,OneFam,827,NAmes,Average,1,1955,2007,Average,7200,Regular,1,1,,0,,0,0,392,827,0,AllUtilitiesAvl,5,107500
1-STORY 1946 & NEWER ALL STYLES,OneFam,334,BrkSide,Fair,0,1946,1950,Fair,5000,Regular,0,1,,0,,0,0,0,334,0,AllUtilitiesAvl,1,39300
2-STORY 1946 & NEWER,OneFam,1414,Gilbert,Good,2,2004,2004,Good,9056,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,707,403,707,707,AllUtilitiesAvl,8,178000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1347,Edwards,Average,0,1910,1991,Average,7000,Regular,0,1,GoodLivingQuarters,969,Unfinshed,0,1117,0,820,527,AllUtilitiesAvl,5,107500
2-STORY 1946 & NEWER,OneFam,1724,CollgCr,Good,2,1998,1999,Average,8924,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,880,527,880,844,AllUtilitiesAvl,7,188000
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Average,2,1972,1972,Average,12735,SlightlyIrregular,0,1,BelowAverageLivingQuarters,600,Unfinshed,0,864,576,864,0,AllUtilitiesAvl,4,111250
1-STORY 1946 & NEWER ALL STYLES,OneFam,1159,Sawyer,Average,1,1968,1968,Average,11553,SlightlyIrregular,1,1,BelowAverageLivingQuarters,673,Unfinshed,0,1051,336,1159,0,AllUtilitiesAvl,5,158000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1601,CollgCr,Good,2,2001,2002,Good,11423,Regular,1,2,GoodLivingQuarters,1358,Unfinshed,0,1581,670,1601,0,AllUtilitiesAvl,8,272000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1838,Timber,Excellent,3,2006,2006,Excellent,14601,Regular,1,2,GoodLivingQuarters,1260,Unfinshed,0,1838,765,1838,0,AllUtilitiesAvl,9,315000
2-STORY 1946 & NEWER,OneFam,2285,NoRidge,Good,3,2000,2000,Good,11000,Regular,1,2,Unfinshed,0,Unfinshed,0,969,648,997,1288,AllUtilitiesAvl,8,248000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1680,NWAmes,Good,2,1998,1999,Good,10140,Regular,1,2,LowQuality,144,GoodLivingQuarters,1127,1650,583,1680,0,AllUtilitiesAvl,7,213250
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,767,NAmes,Average,1,1998,1998,Average,4058,Regular,0,1,GoodLivingQuarters,584,LowQuality,139,723,367,767,0,AllUtilitiesAvl,7,133000
2-STORY 1946 & NEWER,OneFam,1496,Gilbert,Good,2,2006,2006,Good,17104,SlightlyIrregular,1,2,GoodLivingQuarters,554,Unfinshed,0,654,426,664,832,AllUtilitiesAvl,7,179665
1-1/2 STORY FINISHED ALL AGES,OneFam,2183,NWAmes,Good,3,1988,1988,Good,13837,SlightlyIrregular,0,2,GoodLivingQuarters,1002,LowQuality,202,1204,786,1377,806,AllUtilitiesAvl,7,229000
1-1/2 STORY FINISHED ALL AGES,OneFam,1635,BrkSide,Average,2,1923,1950,Average,8737,SlightlyIrregular,1,1,AverageRecRoom,300,Unfinshed,0,1065,440,915,720,AllUtilitiesAvl,6,210000
SPLIT FOYER,OneFam,768,Mitchel,Average,2,1970,1970,Average,7244,Regular,0,1,AverageLivingQuarters,619,Unfinshed,0,768,624,768,0,AllUtilitiesAvl,5,129500
1-STORY 1946 & NEWER ALL STYLES,OneFam,825,OldTown,Average,2,1955,1995,Average,8235,SlightlyIrregular,0,1,LowQuality,180,AverageRecRoom,645,825,720,825,0,AllUtilitiesAvl,5,125000
2-STORY 1946 & NEWER,OneFam,2094,Somerst,Good,2,2003,2004,Good,9375,Regular,1,2,Unfinshed,0,Unfinshed,0,912,615,912,1182,AllUtilitiesAvl,7,263000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1069,NPkVill,Average,2,1977,1977,Average,4043,Regular,0,2,AverageLivingQuarters,559,Unfinshed,0,1069,440,1069,0,AllUtilitiesAvl,6,140000
1-STORY 1946 & NEWER ALL STYLES,OneFam,928,OldTown,Average,1,1957,1957,Average,6000,Regular,0,1,AverageRecRoom,308,Unfinshed,0,928,288,928,0,AllUtilitiesAvl,5,112500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1717,NridgHt,Good,3,2006,2006,Good,11146,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1709,908,1717,0,AllUtilitiesAvl,8,255500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1126,Edwards,Good,2,1949,2003,Average,8777,Regular,0,2,,0,,0,0,520,1126,0,AllUtilitiesAvl,4,108000
2-STORY 1946 & NEWER,OneFam,2046,NridgHt,Good,3,2003,2004,Good,10625,Regular,1,2,GoodLivingQuarters,866,Unfinshed,0,998,871,1006,1040,AllUtilitiesAvl,7,284000
1-1/2 STORY - UNFINISHED ALL AGES,OneFam,1048,BrkSide,Average,1,1922,1950,Average,6380,Regular,1,1,Unfinshed,0,Unfinshed,0,993,280,1048,0,AllUtilitiesAvl,5,113000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1092,NAmes,Average,1,1957,1957,Average,14850,SlightlyIrregular,1,1,AverageRecRoom,895,Unfinshed,0,1092,299,1092,0,AllUtilitiesAvl,5,141000
1-1/2 STORY FINISHED ALL AGES,OneFam,1336,IDOTRR,Average,1,1920,1950,Average,11040,Regular,0,1,AverageRecRoom,637,Unfinshed,0,637,570,897,439,AllUtilitiesAvl,4,108000
2-STORY 1946 & NEWER,OneFam,1446,Gilbert,Average,2,1996,1997,Average,21872,ModeratelyIrregular,1,2,GoodLivingQuarters,604,Unfinshed,0,729,406,729,717,AllUtilitiesAvl,7,175000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1557,Blmngtn,Good,2,2003,2004,Good,3196,Regular,1,2,Unfinshed,0,Unfinshed,0,1374,420,1557,0,AllUtilitiesAvl,7,234000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1392,Sawyer,Average,2,1957,1996,Average,11341,SlightlyIrregular,1,1,AverageLivingQuarters,1302,Unfinshed,0,1392,528,1392,0,AllUtilitiesAvl,5,121500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1389,Mitchel,Average,2,1974,1975,Average,10010,Regular,1,1,AverageLivingQuarters,1071,LowQuality,123,1389,418,1389,0,AllUtilitiesAvl,5,170000
1-STORY 1945 & OLDER,OneFam,996,Edwards,Average,0,1940,1969,Average,13907,Regular,1,1,BelowAverageLivingQuarters,290,Unfinshed,0,996,0,996,0,AllUtilitiesAvl,5,108000
1-1/2 STORY FINISHED ALL AGES,OneFam,1674,Edwards,Average,2,1918,1950,Average,21780,Regular,1,2,Unfinshed,0,Unfinshed,0,1163,396,1163,511,AllUtilitiesAvl,6,185000
2-STORY 1946 & NEWER,OneFam,2295,NoRidge,Good,2,1992,2000,Good,13346,SlightlyIrregular,1,2,GoodLivingQuarters,728,Unfinshed,0,1095,590,1166,1129,AllUtilitiesAvl,7,268000
2-STORY 1945 & OLDER,OneFam,1647,SWISU,Fair,1,1915,1950,Average,6858,Regular,0,1,Unfinshed,0,Unfinshed,0,806,216,841,806,AllUtilitiesAvl,6,128000
2-STORY 1946 & NEWER,OneFam,2504,StoneBr,Excellent,3,2005,2007,Good,11198,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1122,656,1134,1370,AllUtilitiesAvl,9,325000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1535,NridgHt,Good,2,2004,2004,Good,10171,SlightlyIrregular,0,2,GoodLivingQuarters,2,Unfinshed,0,1517,532,1535,0,AllUtilitiesAvl,7,214000
1-1/2 STORY FINISHED ALL AGES,OneFam,2132,SawyerW,Good,2,1983,2009,Good,12327,SlightlyIrregular,1,1,GoodLivingQuarters,1441,Unfinshed,0,1496,612,1496,636,AllUtilitiesAvl,8,316600
DUPLEX - ALL STYLES AND AGES,Duplex,943,NAmes,Average,2,1979,1979,Average,7032,SlightlyIrregular,2,1,GoodLivingQuarters,943,Unfinshed,0,943,600,943,0,AllUtilitiesAvl,5,135960
DUPLEX - ALL STYLES AND AGES,Duplex,1728,NAmes,Average,2,1965,1965,Average,13101,SlightlyIrregular,0,2,LowQuality,231,Unfinshed,0,1728,576,1728,0,AllUtilitiesAvl,5,142600
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Good,1,1959,1959,Average,7332,Regular,0,1,BelowAverageLivingQuarters,414,Unfinshed,0,864,288,864,0,AllUtilitiesAvl,6,120000
2-STORY 1946 & NEWER,OneFam,1692,Timber,Good,2,2009,2009,Average,13159,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,846,650,846,846,AllUtilitiesAvl,7,224500
SPLIT OR MULTI-LEVEL,OneFam,1430,Gilbert,Average,2,2000,2000,Average,9967,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,384,400,774,656,AllUtilitiesAvl,7,170000
SPLIT OR MULTI-LEVEL,OneFam,1109,NAmes,Average,1,1971,2005,Average,10500,Regular,0,1,AverageLivingQuarters,349,Unfinshed,0,372,288,576,533,AllUtilitiesAvl,5,139000
1-1/2 STORY FINISHED ALL AGES,OneFam,1216,NAmes,Average,1,1947,1950,Average,8480,Regular,0,1,AverageRecRoom,442,Unfinshed,0,832,336,832,384,AllUtilitiesAvl,5,118500
1-1/2 STORY FINISHED ALL AGES,OneFam,1477,SWISU,Average,1,1928,1950,Average,6292,Regular,1,2,Unfinshed,0,Unfinshed,0,861,216,877,600,AllUtilitiesAvl,7,145000
SPLIT OR MULTI-LEVEL,OneFam,1320,Sawyer,Average,2,1966,1966,Average,11777,SlightlyIrregular,2,1,LowQuality,328,AverageLivingQuarters,551,1164,564,1320,0,AllUtilitiesAvl,5,164500
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1392,Somerst,Good,2,2007,2007,Good,3604,Regular,0,2,Unfinshed,0,Unfinshed,0,689,540,703,689,AllUtilitiesAvl,7,146000
1-1/2 STORY FINISHED ALL AGES,OneFam,1795,OldTown,Average,1,1954,1954,Average,12150,Regular,0,2,Unfinshed,0,Unfinshed,0,1050,352,1050,745,AllUtilitiesAvl,5,131500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1429,NAmes,Good,2,1960,1987,Average,14585,SlightlyIrregular,2,1,BelowAverageLivingQuarters,594,AverageRecRoom,219,1144,572,1429,0,AllUtilitiesAvl,6,181900
1-STORY 1946 & NEWER ALL STYLES,OneFam,2042,NridgHt,Excellent,3,2008,2009,Excellent,12704,Regular,1,2,Unfinshed,0,Unfinshed,0,2042,1390,2042,0,AllUtilitiesAvl,8,253293
DUPLEX - ALL STYLES AND AGES,Duplex,816,Edwards,Average,0,1990,1990,Average,11841,Regular,0,1,GoodLivingQuarters,816,Unfinshed,0,816,0,816,0,AllUtilitiesAvl,6,118500
2-1/2 STORY ALL AGES,OneFam,2775,OldTown,Good,2,1893,2000,Excellent,13500,Regular,1,3,Unfinshed,0,Unfinshed,0,1237,880,1521,1254,AllUtilitiesAvl,10,325000
1-1/2 STORY FINISHED ALL AGES,OneFam,1573,BrkSide,Good,1,1935,1995,Average,6120,Regular,0,1,Unfinshed,0,Unfinshed,0,884,240,989,584,AllUtilitiesAvl,4,133000
1-STORY 1946 & NEWER ALL STYLES,OneFam,2028,Timber,Good,3,2005,2006,Good,11443,Regular,2,2,GoodLivingQuarters,1460,Unfinshed,0,1868,880,2028,0,AllUtilitiesAvl,8,369900
1-STORY 1945 & OLDER,OneFam,838,BrkSide,Fair,1,1918,2000,Average,10267,Regular,0,1,AverageRecRoom,210,AverageLivingQuarters,606,816,275,838,0,AllUtilitiesAvl,6,130000
SPLIT FOYER,OneFam,860,Sawyer,Average,2,1982,1982,Average,8740,SlightlyIrregular,0,1,AverageLivingQuarters,672,Unfinshed,0,840,528,860,0,AllUtilitiesAvl,5,137000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1473,ClearCr,Excellent,1,1968,2003,Average,25095,SlightlyIrregular,2,1,GoodLivingQuarters,1324,Unfinshed,0,1437,452,1473,0,AllUtilitiesAvl,5,143000
1-STORY W/FINISHED ATTIC ALL AGES,OneFam,935,BrkSide,Average,1,1930,1960,Average,9100,Regular,0,1,Unfinshed,0,Unfinshed,0,742,308,779,0,AllUtilitiesAvl,5,79500
2-STORY 1946 & NEWER,OneFam,1582,CollgCr,Good,2,2004,2004,Good,8320,Regular,0,2,GoodLivingQuarters,490,Unfinshed,0,770,520,770,812,AllUtilitiesAvl,7,185900
2-STORY 1946 & NEWER,OneFam,2296,NridgHt,Excellent,3,2008,2008,Excellent,13478,SlightlyIrregular,1,2,GoodLivingQuarters,1338,Unfinshed,0,1722,842,1728,568,AllUtilitiesAvl,10,451950
1-STORY 1946 & NEWER ALL STYLES,OneFam,816,Mitchel,Average,2,1982,2003,Average,6600,Regular,0,1,GoodLivingQuarters,816,Unfinshed,0,816,816,816,0,AllUtilitiesAvl,5,138000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,848,CollgCr,Good,2,2003,2003,Good,4435,Regular,0,1,GoodLivingQuarters,685,Unfinshed,0,848,420,848,0,AllUtilitiesAvl,6,140000
1-STORY 1946 & NEWER ALL STYLES,OneFam,924,CollgCr,Average,1,1975,1975,Average,7990,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,924,280,924,0,AllUtilitiesAvl,5,110000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1826,StoneBr,Good,3,2005,2006,Good,11302,SlightlyIrregular,1,2,GoodLivingQuarters,1422,Unfinshed,0,1814,758,1826,0,AllUtilitiesAvl,8,319000
2-STORY 1945 & OLDER,OneFam,1368,OldTown,Average,1,1910,1993,Average,3600,Regular,0,1,Unfinshed,0,Unfinshed,0,684,216,684,684,AllUtilitiesAvl,6,114504
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1402,Blmngtn,Good,3,2006,2007,Good,3922,Regular,1,0,Unfinshed,0,Unfinshed,0,1258,648,1402,0,AllUtilitiesAvl,7,194201
1-STORY 1946 & NEWER ALL STYLES,OneFam,1647,Crawfor,Good,2,1977,1977,Average,12984,Regular,1,2,AverageLivingQuarters,1283,LowQuality,147,1430,621,1647,0,AllUtilitiesAvl,5,217500
2-STORY PUD - 1946 & NEWER,Twnhs,1556,Blueste,Average,2,1980,1980,Average,1950,Regular,1,2,LowQuality,81,GoodLivingQuarters,612,716,452,716,840,AllUtilitiesAvl,6,151000
